,r1_l,r1_r,r2_l,r2_r,fb,ft
281,569.0570810128365,240.29320789234265,751.2946637174064,343.87235911971067,698.563398289189,275.62096924918234
282,609.9801108767189,221.31736913417774,834.8521466138722,497.6514690312888,823.0752108113311,345.8511742391386
283,491.0413908507305,200.17860696328492,719.1062353327982,433.9386751430538,803.6205846600008,340.1911774683287
284,736.5649748321637,221.2738578792611,862.3132660420557,409.7667790905256,705.0563790772085,378.41381938398183
285,630.2263670059898,139.99149134763732,835.4285260677798,409.1796436589177,739.4011549532805,412.4256948542004
286,579.8352589638332,195.52325200766973,773.977833303234,432.53937595504675,700.0379556119985,416.87970832730184
287,538.8584157180659,115.77746792087882,841.056471360087,456.38810491652566,649.4302386760006,429.2654743901634
288,572.6390807836815,103.91340191955616,837.2554310537914,374.51781689330727,738.3514853958251,375.6989501246144
289,629.4162693557734,162.53479139893525,781.6679789595134,368.41307344170593,644.9459007647631,332.82261874286417
290,499.64626980746937,199.3323291228761,765.328315466714,454.67396414615257,712.2896378278027,364.39209742608386
291,540.4851665480675,167.9474133585743,832.2763822587298,370.7994785975487,737.6613340710098,380.1974138987204
292,614.3593869485265,223.7882212900813,711.5041782304392,385.56521779952215,689.5493481385663,340.25475735117885
293,715.5754631872745,175.9075283700545,799.41112050654,291.8562704796091,741.900439507301,376.6168925456747
294,632.2866794260157,239.2689462073389,805.0839032504462,419.75312541384693,770.0500975171907,332.68039610711133
295,735.073135437414,244.3833258625208,854.828156444622,326.5134020727661,771.6402755133506,387.68075438595304
296,559.6283575397069,155.95637627743338,856.2982679683608,356.98237083327314,698.8774413951869,363.0096852715201
297,625.0496680347406,281.6760807618078,805.1073942793016,454.6079234082456,849.0800104514178,308.9952613396098
298,691.7006141370471,174.09851922035324,912.1691911770577,450.75739375140387,690.5830727744959,404.49063699625367
299,543.7046576383959,175.30961711029946,790.8948368681354,363.01591247292845,727.1913160874192,324.28364461051774
300,579.8188267193287,158.94313294541936,763.1546333487292,413.31227955439414,752.4925946357242,444.420249517186
301,644.1965200296356,192.05608523446463,799.5074344085613,314.72624863293754,674.367087065868,368.46260238621875
302,587.5630609691646,225.60605021371748,886.9183351574565,438.62984759867476,765.2684970985601,371.6847126108348
303,633.0405272326211,217.34601073303767,707.9799031700367,382.10032027014677,737.41472080585,387.3671838353424
304,586.9521821195532,265.1366998966287,759.1733839144338,411.1689169293981,800.8958803160214,377.0293887825352
305,533.8507988649985,221.5281396035102,737.713367587312,325.46018969243823,791.9828318514798,345.24728529985924
306,590.150893395866,213.6526404721131,798.5411985022938,476.0762488103634,729.1135989236881,424.57610368625944
307,683.0376251412208,320.76766969365167,817.1228288675615,411.16035899292706,758.3101582339601,358.4856699884379
308,608.8774890211438,201.1260972602215,763.1447686400115,306.08705755260655,728.1904569300032,336.64664449901403
309,595.8342363510747,211.94204277188362,764.8833149563214,409.2794368275135,748.2355460275286,384.46363135256786
310,525.8209193537825,145.40259162374338,719.0269990461966,409.135044689593,750.3886999034293,404.1356027002075
311,595.2876841004155,216.97438180914168,807.4185716507726,524.974106101556,654.7235786518584,319.9870439772993
312,618.7886243661567,157.04677357195274,787.843035168784,409.2700052909045,668.6107184992707,371.31886366968166
313,562.1553933484228,140.60100066867295,825.3636294119935,497.8020736587781,749.8983174023743,368.75225686656023
314,666.2343115248312,267.15619184887856,824.8458361756224,462.21774486280344,734.525134777148,423.08150730844693
315,521.4654108794651,253.73798690416578,747.3858789658648,406.36408089090145,812.1731650950787,342.0593173484328
316,658.248018199325,126.67895153439072,844.4650207911152,410.33927673332687,675.4476895775077,371.7810070772734
317,573.4675319294781,190.6702706770958,892.1567279948595,422.9689748303804,716.3770549821984,439.50616572419403
318,585.2191657810192,221.14364065219047,815.151636058039,420.6219127000831,765.9132172350319,441.88453184887834
319,583.9501754823349,169.74121920233992,827.9834214669404,453.1693134063697,682.9522734444287,430.6327429264204
320,645.3367494563814,197.20029889284945,802.6546638945001,385.5817117565023,716.306696717563,333.170628089374
321,652.8908988409997,273.15879650181887,833.0310053475938,437.99931839217385,785.0714920749942,397.1194423108184
322,526.6409590897774,157.10485966671945,769.5133358040385,396.7836752147377,643.8909629718065,368.647224174262
323,631.5002074429023,257.68426534455733,762.5679028875657,296.16318408214715,658.0827804734337,394.5691030872434
324,599.8811252739785,251.9324062045264,785.7311619752093,465.9235988542673,785.8515496493995,388.62807144194306
325,569.1284100049045,206.94884667265472,766.7184610737481,400.88713506274274,764.7179219027216,377.4266349328275
326,585.7532666137992,261.75214265485397,703.6573139309739,413.97451254672006,715.1193967710625,414.86082278805236
327,600.3296010322327,202.81070593331094,857.2420704859671,372.897831779835,612.8899059219497,358.23173731202615
328,698.5267539472143,162.9738434210523,861.9833710677307,373.6916642060571,776.8679579921379,409.76109456045856
329,538.1687398511234,207.60823925711819,831.7425214395311,513.6106656453233,807.6431898323157,379.8445843411265
330,475.08110257171137,228.34464201332426,751.5922863179338,432.53431107909415,794.6551959220837,383.7489803262997
331,607.2329133021724,144.21296217547498,768.2601482282157,378.04150198501605,666.6326124163356,347.6089140700274
332,590.5730505193977,247.04237809927534,799.2514060305805,386.9754524910307,781.3425953778913,422.47628228990095
333,614.5812773469831,162.86630826684157,801.4721540422255,315.8424115827821,669.199569270292,344.5514722768008
334,668.794613354919,232.19851606203582,799.8422621432712,435.9279465070395,720.6451734505897,365.8932675875279
335,679.8396447825787,234.16552183011163,808.4040602673308,358.2067480415389,740.334091555134,423.8982210064102
336,510.77154780099886,247.35918274200475,736.997904662083,420.72877757518165,792.4441762908373,391.3680617858462
337,629.1450477841686,210.57881384923954,773.6652056110881,450.62791004816603,790.7049110374136,344.5311593349328
338,548.3001844152262,246.59616917060433,696.4359853337821,388.9447855401228,712.3205117773898,282.14596056512323
339,562.549515364659,259.72124300461445,779.3095536673094,389.7368256032566,823.9735453426573,381.1709399263005
340,646.2128231529803,210.08162685282642,774.2805494324075,358.0975722004881,722.1339832777575,380.38379411091535
341,612.3690269143887,206.47707779452435,861.1261471398522,456.02469523635335,695.7960890742237,392.366740124137
342,535.9199007037464,164.2869098491207,771.9206057025442,443.13086027290086,769.4834660842121,436.3154686687473
343,639.6802211854223,205.28960255451693,873.8151249925012,391.9262777994311,686.1165210639216,405.235687367531
344,633.3450031583914,296.93187134631387,799.4293942790719,403.7416600278901,737.7142159483961,345.3361097172825
345,686.7364434576851,115.76709869667997,850.7227928023163,375.31063700787473,690.77660843895,394.03439022301285
346,719.0225756371244,298.3111199689229,806.8631885498144,452.4033880286331,818.3810972017865,351.289187713144
347,574.6918330362389,245.53433174100383,806.3350091518913,488.7959267380209,828.9114578678254,393.36466274909594
348,536.4029146700583,192.5033791181176,753.562538684256,334.03820672054405,781.3752770809845,322.4969923153382
349,692.2316237946463,257.15725848043326,841.3192063317905,373.890638478137,782.9220191769044,434.5089562939539
350,485.0849165243698,154.99932056551458,785.5791060867731,381.95778856334414,659.4460245064556,341.5463150930957
351,603.3970477617041,227.98790309337193,775.463706564279,382.63369073349816,626.8196989021233,359.4937027164582
352,589.8667064790495,285.5200451693114,800.8172287107542,417.4307897853873,850.7489058477204,333.67359038609777
353,566.7693292402786,205.6213809383184,685.9170625613549,417.45192628917823,738.724366698006,358.93253256800534
354,500.88045108722633,191.0186701545332,780.6744410729216,393.18649505987116,650.5441440681556,322.48238398723464
355,624.3106154023483,126.36868614980524,794.6942511144516,347.9355180446068,647.8190714682898,377.79499909459923
356,654.6791414635424,175.71640857748446,810.0830265206987,367.72559763533957,733.1030166293415,429.14503151765234
357,588.5366253395646,181.29831055047438,735.040515789061,397.74797505765287,666.2851538452255,313.691682333781
358,669.3254122603093,159.545456127671,859.561785611749,365.30208679008143,699.7304348700069,336.7572229388985
359,583.0515761100651,163.04180559323854,758.6371996197253,428.20950323784837,663.8719225363341,286.43565112572657
360,557.4694852530172,168.44255471792007,831.4185587603831,371.98143342517545,655.7552785631748,380.99280360416975
361,592.4428912223086,219.9602181654602,821.2661737782433,369.6294429587048,768.4626386524521,376.05909903447036
362,550.9512844887025,242.15754608929768,732.141955554969,389.3775557768956,771.6448836324413,335.6971956381554
363,606.6384248898191,157.59859043596973,920.5016539420108,456.16900143856594,681.3774946754627,364.10052330231923
364,729.694754292671,226.87039665023045,797.9316900333955,390.9850773067838,718.9883678568997,383.79428483954916
365,537.1208547432959,172.2595449012582,868.4425351879652,419.2692785671886,682.0922493759734,336.7851586499414
366,611.5450397820518,270.6616014349069,817.7891175555338,454.6931245818656,695.9033669201661,395.14249584243515
367,561.0965022509475,252.14031391700718,777.4229221407442,402.28257594732486,752.1977479823792,355.60803208099446
368,641.9702982303239,234.2889870579228,765.3657949189508,342.7392323344263,740.6084459214317,470.2520995538025
369,631.9942089777089,184.44883406307588,855.8327870238102,424.2187732019809,761.4818707501942,392.9184216876704
370,692.5592945700583,290.9263471563305,807.6946676962093,385.83663238481205,763.2366727193853,393.40255379873855
371,620.0664647583317,152.94078695172453,846.3356468796463,320.76034555902663,646.3290303645272,389.28347488709346
372,630.8521511715301,202.45836675692414,831.5605085699515,442.07114341792146,727.4206721093608,405.89971240616825
373,495.7978870854777,191.46139820269715,733.5024067884532,392.4411679457387,778.3223194329325,264.2306195800842
374,498.5985167217774,178.98411921754422,732.9301526317213,377.0872854936626,784.339241208994,265.0785746427551
375,588.6373618270343,230.94091917600758,804.5825212223328,396.18551177661107,598.9611647301152,335.41518673595465
376,640.1871445730918,149.60333273704822,863.0635353383038,321.7108706204821,732.5054632790564,348.33517456214514
377,590.3631527466064,127.50634551032792,792.9180918151686,377.7461564718213,676.1813057213659,317.7033725870186
378,737.832514019216,224.7430045463931,873.1905343605806,434.8823709549337,748.2061696158996,399.9798408780483
379,673.1237190625011,229.70406823677894,757.229048554119,363.6881070675078,651.8283030229237,362.54436658891257
380,650.8915002726524,182.1099360645175,836.8286014730274,389.7512202797028,774.0311945048521,397.0764624280241
381,587.5981531244632,141.45315168459487,801.0813579223422,325.4376048528011,745.9435674050643,347.60274749297406
382,636.612496265771,289.11167199828355,776.7747816434672,461.28257655129386,709.1348449572073,360.92931092689486
383,611.7683609639971,204.91136986288882,822.6800001586062,410.3936324354906,743.1637300931293,363.95848861575763
384,518.581504129063,223.5321769614244,798.969988969141,450.6184710141651,696.9553377986501,349.9895849621228
385,622.7527136750768,202.29667177370962,773.404421231744,439.0076727070569,723.7405857431552,399.56692426406426
386,687.7111930931258,242.15184412606672,774.818881251184,372.4949747901012,757.4506708978886,352.9945934762941
387,628.88673943199,204.82278922707692,777.9225880897284,381.246407906714,686.8535832652867,351.69223972381815
388,532.0627109741857,125.7859852511365,760.1938752589903,387.3322471791572,725.6186561147923,369.7916818492258
389,558.9006523990886,163.71524527508126,732.598874155589,383.48535662965725,657.1616619181717,305.5940175131233
390,624.8580807686204,247.73799650105283,799.3511077543271,352.4749849683215,730.0115843597553,307.8440296095567
391,636.7734750102749,169.13194504858777,866.6086857282905,408.9088225432562,673.1796587954302,418.1223618964453
392,530.2857892925184,132.322808099525,764.4855083149861,399.7021900656733,626.03418245139,364.0219434219791
393,682.3348945907821,191.64450838932248,847.9069805601052,364.6177740616473,708.0503828079852,410.80837820523254
394,692.3913834252044,179.73962710209412,811.259419238385,344.4817169652081,688.7129094376647,360.1019355974247
395,574.3519131936843,199.1957301467906,847.1910148080756,457.55134479699643,706.8772106712995,326.93323394172694
396,666.9822123734355,269.5408388095324,710.5917535999281,362.28172240116237,727.8709805306057,333.63633508358834
397,603.5986753425174,152.5981463165721,883.0624994596876,469.5590757624924,727.28783787051,393.0494921827635
398,615.4887513638565,268.43133951661156,727.8306608678827,362.97376214389544,737.8809213264409,418.4502422764009
399,561.7210951490274,243.0154893544588,714.6509403269125,413.4432514224662,799.7509544305681,359.27118392186304
400,527.9048825953844,220.56569505835134,747.8541390016943,422.1175229696682,752.6428109634477,317.7091558590273
401,673.3100374762784,249.0433671894877,814.7822216388981,395.93600320952373,764.1347667879032,363.68579781035714
402,534.9093842566426,260.4042817728941,690.1385472755635,365.4295848231618,703.5967232018589,391.2236408106378
403,539.2494918468697,194.76323480577523,788.2304267331867,474.9917040440057,784.0734699996393,425.53019646112625
404,588.7719594167618,250.26777338873134,708.2326393495132,423.41426384701043,773.5131061797671,369.5617769695742
405,629.028170202187,196.4234583387574,803.4740720274393,416.7765841350632,690.4329433419099,376.3120927913718
406,596.7062523631475,217.33155292583854,803.0347345709404,326.88153914489743,660.5733130915439,399.28308042326944
407,565.3961375893294,121.50181260108968,790.0270609026371,424.499341718792,588.1469334346816,358.52945857248744
408,530.2955571747049,294.40411214811945,770.8090116046121,441.07492857378713,720.0113258197513,360.0733192410029
409,575.1414263369196,187.42481924612872,686.7679743134037,337.0947599494626,728.7697036100961,334.6214714683485
410,649.3515726744124,143.3977046265967,868.5231244545445,384.3002983679378,696.3476679325562,403.9968510388342
411,544.0582353142545,236.38134915909308,786.6327404306446,414.74564960901523,656.2477925365882,437.25086400172364
412,624.3093170962327,199.83588567330736,870.2663258572503,484.37061137606855,743.8327261285006,374.1188527378197
413,567.670612140483,220.72630763964438,755.1649778603372,479.9635140287793,772.0307758707985,387.1564207016663
414,649.618327188374,232.54210120796785,833.2335016864816,371.27613921162316,745.4944976729539,322.9858450932421
415,552.0856966145392,193.44986018221152,813.7321398154255,458.8881704695594,719.8636092056641,327.74496137568553
416,561.7821203461469,281.4357819300495,818.8265950113268,464.0505535345517,743.8400937957408,334.7060522806129
417,507.0167568010547,91.56417611336953,790.2972889493844,423.5939988964159,732.4090786926444,355.80561777791263
418,599.4431134364562,155.3672733793825,925.0666917733332,449.36480512394036,768.2888518034654,377.9981570877859
419,535.7370291386476,218.5244447546589,875.7970867743586,519.1450938461012,785.9123530945674,350.9734166440151
420,569.898668028312,237.4213663929031,770.5319193107081,478.00445786924723,711.1357442087256,296.32014317416434
421,637.530832114251,228.25702201492132,818.4423411153451,478.8411073965899,766.9932184397096,349.2035458222137
422,581.7094234022522,243.06355174676284,773.7249697911237,440.3047553992693,769.316734792294,321.59177353870797
423,753.3574438176682,198.41612390774205,876.6428677025967,388.0110533471832,743.326888972587,401.31961609065416
424,690.1783352073733,225.46073496542635,779.5306983540138,414.5365967359322,695.6752597934998,396.77404996446205
425,676.5201587283289,186.0208489439795,891.5134209334308,403.6072206123259,682.772339817307,378.355173482948
426,620.422052787137,217.04477906238816,724.0112893360492,280.2248871465504,651.4984808199066,338.2341282667147
427,594.9856503345579,175.85703646637796,724.4341958178068,314.77451264515696,771.7086253883277,345.44724461509185
428,613.6872486051852,249.41924009575564,831.1180980776131,472.0874245912907,714.0874081003691,341.86187659923223
429,595.8160798989114,298.8192495545757,706.8309206646968,415.655956257252,765.563653911741,348.6168686878546
430,543.3487399728082,212.4998608879765,775.1944256330006,440.69654281945145,672.0647674228475,380.10485415367276
431,643.3140995351177,244.0407100567989,848.0296356539992,405.4061556380787,835.4313938546143,389.60529823632163
432,584.1774135578783,172.93153043623082,846.4362881136343,358.7670162971451,700.7580388858852,348.3463173667892
433,610.8092899535,181.15294531121916,700.8225689984154,324.47275205352656,751.6650807217252,399.81015178036245
434,528.9043952765256,226.49560965231112,732.7395224866204,397.4048031239901,761.5466204731644,336.3593459111207
435,616.7827993162186,164.05952457612466,752.5187854089438,298.8814694449557,660.8310858053494,325.6542855484479
436,539.0376738034578,204.04604269961473,863.8528938813753,430.6377928177504,674.3387158951531,420.51301119284904
437,606.4278931478634,260.7884976025884,713.8116857049009,326.6418349439327,806.6489777416175,307.3152331676044
438,584.7344505068179,218.58561575827449,748.7370373162686,445.48263632319674,809.9375670421059,441.58519149636373
439,602.8178630625147,130.05504406401494,781.6042180489021,395.05835995829034,750.4349793106828,325.69829548501957
440,624.0168374089586,223.5849635572331,828.4286001498728,370.7107099427501,750.0267385666111,357.22141089550314
441,547.6948488784369,105.64171417549015,752.6828218956684,375.1257570435506,719.4597071181308,304.5919036153419
442,568.6322936418346,205.2669973707536,727.935169669565,341.46118439920133,708.7178227312705,311.2206701416511
443,619.2702993419439,294.26285691086855,753.5637630769988,378.6650639631199,801.8842416805461,301.35735491348254
444,552.722020835057,168.82168402850746,788.4270066035976,391.83190037589986,691.039458937106,349.4635980475967
445,631.4489830099667,255.13964713947746,810.8817120788315,345.1083374482451,738.0244495473054,388.1905793054504
446,620.6983854350157,228.3246400112471,866.3759506688401,438.8483911751014,738.0527385044489,406.7356827952048
447,568.1786193372958,256.312343556956,788.7912592342534,396.2102902647452,636.4533014661074,414.15907276508847
448,588.0806294427267,217.71438655683454,795.9055837876832,365.40142231933135,742.5010222474031,370.0422018729948
449,529.1910520103881,89.10279717671919,799.7894747502467,386.3095452356795,738.1964478735023,345.25935868766953
450,710.7342403856171,305.2472872325681,788.0768446908586,443.94766001611345,716.8548642394608,368.61103660453506
451,569.3521403066226,304.09527343208583,707.5546535354713,365.25378755241434,740.0995263161092,382.33779388136577
452,614.7019980587518,234.21255528926693,764.0665012100451,378.3283724417894,772.2920870567023,415.2860619204347
453,649.165321013248,305.881499605231,677.1180174351242,350.2350876043084,673.3917461059305,334.0480249170178
454,633.1796878153676,199.91017260889717,755.6368477690235,354.67344675842884,795.4320722405383,327.01563658127066
455,568.0246533386785,248.1844050758835,760.5088701308925,360.55490513111204,715.9263518242108,302.0931277665085
456,568.8151372005904,221.0904783276433,800.9390811097367,394.90946412938865,686.6815518835479,408.17117308417585
457,579.9165464483925,225.37180097676327,742.2079791853705,297.7179190461753,718.1756484614348,404.7572347477121
458,672.2094028906412,240.59711080859012,827.2104296058782,405.6056286073632,692.4857005414116,350.3335800106952
459,570.449227366725,270.16785547003246,719.5629637646122,454.06757580583,765.7749229822236,368.7138466539992
460,584.284864286708,223.30912812030195,802.3357471336059,414.66843963615094,685.7616640638352,385.6058516936671
461,566.1122126238068,132.01886955047968,819.1688862886773,424.80459610436617,701.1506857334876,323.46406530522194
462,628.459482179205,207.2805816764581,829.3252247455922,389.8427794660812,680.1628060212453,425.1221412298292
463,586.8954894140272,233.42974753207636,790.3300425032521,462.3520578441601,799.5861416180629,334.10364771307013
464,596.5302087961193,216.61282886720238,885.9437076331257,423.1325431999452,735.5522236591144,353.3490735286962
465,629.8862037428597,250.17639744025706,793.446153704779,395.6362848844515,844.5715044051118,312.39242465188664
466,645.9558201512731,230.23670280673076,764.4263998771103,404.8921565445666,701.2404176719698,336.58141754869814
467,532.8961461377608,271.2023959244734,778.8784430831536,451.0474780903636,686.8340806293985,309.97785540992237
468,513.9526204855283,225.20559562597245,819.3138826305691,510.5481914010584,828.4103215804543,330.64307624403443
469,581.45375340684,240.4352566476716,808.6415618482829,390.623897820763,782.1886223541137,307.5124553828379
470,638.9628325835297,195.07362443317857,817.826020340696,281.0153531402625,757.4819988800937,329.45373578929855
471,674.4103468555593,266.70167898909295,774.9818058768514,415.04581236330006,696.6659431844243,373.976655767562
472,528.639449445291,175.02803653341593,824.1287346368304,480.2258735111716,785.4174255490832,363.9673940326246
473,562.3707519577509,175.8848152291371,808.2035068559908,379.1111875266419,664.0190097923473,406.78717923282227
474,640.8425067088481,120.60595714075805,883.2719779492958,406.5335084295249,752.6624788990728,359.8168278470998
475,607.2994965059846,201.49831239901803,747.5815927573111,427.3738300713108,735.2528214839381,317.67647406769277
476,526.8018310041812,218.0795603241077,695.8358154324854,377.6817805715996,733.1554611453188,365.43643837930847
477,582.2559538446785,263.6618007244392,711.7384048091989,297.36168618188765,747.4310067099481,312.9651363242965
478,555.2257329629224,171.96020784742586,838.2041312010607,454.24733610329207,734.4565275632739,322.49939208623795
479,609.6617947892345,274.4779261583818,775.4449319120125,360.24777982421364,757.1231227655749,306.88718931466747
480,657.2450736326664,168.21308369967056,850.3503770987058,386.8711330123573,748.5314257543051,374.63713537364265
481,584.9095808861349,240.76218039883838,769.2857002956642,401.49198143723453,660.0858883634194,286.50100553302764
482,602.3849635780973,277.19712814969205,761.5029545669202,393.24896625331326,694.864511113726,310.04996994175855
483,570.6608265088337,224.81828495807906,720.0019620065747,334.3907818907581,749.3612405483293,440.6231218337808
484,497.37353838092986,215.80125852640097,789.6885028151082,444.18371583140316,698.2610587549603,331.3891184750556
485,601.5781947010927,263.1458283151929,743.6837678574767,471.63068098464066,745.5999075590776,296.30952813807005
486,590.5431982300088,267.7959315762255,723.6353028294398,453.78079402272556,722.6573580759876,363.8185487664865
487,612.5116212220626,224.93940583439024,822.0598172610651,387.54749463366005,679.7861968713817,338.95965718136546
488,589.0345805869255,177.59928415018737,796.6474311820859,386.92632500043777,785.6217439130894,388.33303050693644
489,561.2978300118814,183.25972900396246,692.5951569648457,347.372151375447,719.9651416612022,337.4169284246123
490,627.0355524897012,120.1515065313164,900.9537014776595,468.78122936180154,722.8137994617005,424.98003224019936
491,581.1001843301043,170.50726000117774,840.4582111150415,515.5997720426208,735.0824989203019,378.12864617897236
492,567.9386673528909,203.25989210557964,694.1155363504439,366.2876098341942,700.880612883939,413.266179994483
493,545.5715311417492,176.7580214173852,783.5629789419188,410.7512106925899,690.0648623333309,442.57445370514677
494,527.5261841861465,190.44770274393045,808.3291244058988,419.29260706107874,749.1146749298869,411.9515958261164
495,635.54764996633,212.59512138397173,816.1424250851403,306.09217012022293,741.1805054213565,388.8943890366794
496,494.14670026320937,165.59207765373375,753.4860398153219,397.0545573817472,701.468049938395,288.19232540638
497,528.6595878293116,172.92430960912898,712.8656594163185,435.37878123059795,736.186033928233,381.4279884732405
498,666.6671195086003,162.86594844748032,812.192164503228,380.9601517859492,706.5308659112809,375.8003397180263
499,656.5667726198832,306.0512982609807,777.3146465786715,429.8637870835491,730.7871946085863,366.4207416504494
